"probes"	"genes"
"A_44_P305983"	"Nothing"
"A_44_P306008"	"Nothing"
"A_44_P306032"	"Nothing"
"A_44_P306080"	"Nothing"
"A_44_P306096"	"Srp9"
"A_44_P306156"	"RGD1560873"
"A_44_P306162"	"Ugt8"
"A_44_P306185"	"Rpl19"
"A_44_P306204"	"Tph1"
"A_44_P306209"	"Nothing"
"A_44_P306238"	"Nothing"
"A_44_P306255"	"Nothing"
"A_44_P306273"	"Nothing"
"A_44_P306296"	"Nothing"
"A_44_P306307"	"Hbb"
"A_44_P306316"	"Elac2"
"A_44_P306325"	"Serinc1"
"A_44_P306339"	"Atp7b"
"A_44_P306344"	"F2rl2"
"A_44_P306355"	"Plod1"
"A_44_P306368"	"Lipa"
"A_44_P306374"	"Hsbp1"
"A_44_P306389"	"Gabrb3"
"A_44_P306404"	"Olr14"
"A_44_P306414"	"Olr1679"
"A_44_P306425"	"Olr767"
"A_44_P306439"	"Fcgr3a"
"A_44_P306454"	"Olr434"
"A_44_P306465"	"Olr932"
"A_44_P306486"	"Nothing"
"A_44_P306507"	"Higd1a"
"A_44_P306511"	"Iapp"
"A_44_P306524"	"Slc30a3"
"A_44_P306551"	"Cacna1a"
"A_44_P306554"	"Ihh"
"A_44_P306560"	"Nothing"
"A_44_P306568"	"Tmco1"
"A_44_P306581"	"Gdf5"
"A_44_P306585"	"Nothing"
"A_44_P306586"	"Hbe2"
"A_44_P306602"	"Irf1"
"A_44_P306618"	"Gck"
"A_44_P306626"	"Nothing"
"A_44_P306639"	"Dap"
"A_44_P306664"	"Tbxa2r"
"A_44_P306687"	"Sytl4"
"A_44_P306718"	"Vom2r29"
"A_44_P306728"	"Gli2"
"A_44_P306758"	"Pld5"
"A_44_P306778"	"Nothing"
"A_44_P306784"	"Lnx1"
"A_44_P306810"	"Trpt1"
"A_44_P306816"	"Fancl"
"A_44_P306840"	"Ddhd1"
"A_44_P306852"	"Nothing"
"A_44_P306863"	"Nothing"
"A_44_P306880"	"Asb14"
"A_44_P306884"	"Nothing"
"A_44_P306900"	"LOC310487"
"A_44_P306912"	"Nothing"
"A_44_P306930"	"Ddx60"
"A_44_P306932"	"Gipc2"
"A_44_P306953"	"Nothing"
"A_44_P306964"	"Rbms1"
"A_44_P306993"	"Nothing"
"A_44_P306999"	"Prss54"
"A_44_P307013"	"Nothing"
"A_44_P307020"	"Nothing"
"A_44_P307029"	"Terf2ip"
"A_44_P307033"	"Nothing"
"A_44_P307064"	"Nothing"
"A_44_P307086"	"RGD1560891"
"A_44_P307099"	"LOC680578"
"A_44_P307106"	"Nothing"
"A_44_P307122"	"Nothing"
"A_44_P307151"	"Nothing"
"A_44_P307167"	"Lrrc38"
"A_44_P307172"	"Eif4a1"
"A_44_P307181"	"LOC100364602"
"A_44_P307208"	"Lppr2"
"A_44_P307220"	"Nothing"
"A_44_P307241"	"Parp3"
"A_44_P307265"	"Frs3"
"A_44_P307274"	"Nothing"
"A_44_P307303"	"Nothing"
"A_44_P307308"	"LOC301725"
"A_44_P307313"	"Snf8"
"A_44_P307335"	"Nothing"
"A_44_P307347"	"Nothing"
"A_44_P307356"	"Nothing"
"A_44_P307376"	"Nothing"
"A_44_P307416"	"Cyb5d1"
"A_44_P307463"	"Nothing"
"A_44_P307491"	"Nothing"
"A_44_P307559"	"Chrna3"
"A_44_P307567"	"Nothing"
"A_44_P307578"	"Phex"
"A_44_P307613"	"Nothing"
"A_44_P307625"	"Ptgfr"
"A_44_P307633"	"Nothing"
"A_44_P307646"	"Nothing"
"A_44_P307705"	"F5"
"A_44_P307718"	"Nothing"
"A_44_P307837"	"Gfer"
"A_44_P307863"	"Nothing"
"A_44_P307868"	"Nothing"
"A_44_P307883"	"RGD1563224"
"A_44_P307907"	"Nothing"
"A_44_P307939"	"Nothing"
"A_44_P307952"	"Nothing"
"A_44_P307964"	"Polr3k"
"A_44_P307971"	"Nothing"
"A_44_P307978"	"Cited2"
"A_44_P307980"	"Cited2"
"A_44_P307993"	"Nothing"
"A_44_P308009"	"Nothing"
"A_44_P308013"	"Nothing"
"A_44_P308046"	"Nothing"
"A_44_P308096"	"Nothing"
"A_44_P308116"	"Nothing"
"A_44_P308141"	"Nothing"
"A_44_P308149"	"Nothing"
"A_44_P308181"	"Gapvd1"
"A_44_P308187"	"Nothing"
"A_44_P308197"	"Ubap1"
"A_44_P308230"	"Nothing"
"A_44_P308266"	"Nothing"
"A_44_P308282"	"Nothing"
"A_44_P308288"	"Nothing"
"A_44_P308308"	"Fbxl8"
"A_44_P308348"	"Nothing"
"A_44_P308359"	"Nothing"
"A_44_P308369"	"Nothing"
"A_44_P308398"	"Nothing"
"A_44_P308416"	"Nothing"
"A_44_P308447"	"Nothing"
"A_44_P308451"	"Nothing"
"A_44_P308467"	"Ndn"
"A_44_P308479"	"Nothing"
"A_44_P308530"	"Nothing"
"A_44_P308662"	"Ret"
"A_44_P308673"	"Commd5"
"A_44_P308687"	"Nsmaf"
"A_44_P308696"	"Grin2b"
"A_44_P308718"	"Maged2"
"A_44_P308724"	"Maged2"
"A_44_P308768"	"Olr1256"
"A_44_P308815"	"Spata4"
"A_44_P308824"	"Olr1593"
"A_44_P308827"	"Olr74"
"A_44_P308838"	"Olr121"
"A_44_P308858"	"Imp4"
"A_44_P308877"	"Dmd"
"A_44_P308898"	"Foxi2"
"A_44_P308925"	"Abat"
"A_44_P308932"	"Csk"
"A_44_P308944"	"Nothing"
"A_44_P308956"	"Gabre"
"A_44_P308962"	"Scgb3a1"
"A_44_P308964"	"Nothing"
"A_44_P308973"	"LOC691095"
"A_44_P308979"	"LOC500846"
"A_44_P309008"	"Kif11"
"A_44_P309013"	"Mapt"
"A_44_P309034"	"Dlc1"
"A_44_P309052"	"RT1-M6-2"
"A_44_P309081"	"Hspa2"
"A_44_P309097"	"Sctr"
"A_44_P309105"	"Nothing"
"A_44_P309107"	"LOC685030"
"A_44_P309128"	"Nothing"
"A_44_P309140"	"Nothing"
"A_44_P309146"	"Klhdc8a"
"A_44_P309160"	"Npl"
"A_44_P309170"	"Alpk3"
"A_44_P309179"	"Dtl"
"A_44_P309202"	"Slc25a22"
"A_44_P309215"	"Tnip2"
"A_44_P309224"	"Nothing"
"A_44_P309266"	"Pbk"
"A_44_P309319"	"Nothing"
"A_44_P309325"	"Lig4"
"A_44_P309336"	"Cdhr2"
"A_44_P309347"	"Nothing"
"A_44_P309398"	"Eif3j"
"A_44_P309403"	"Nothing"
"A_44_P309420"	"RGD1304644"
"A_44_P309423"	"Nothing"
"A_44_P309441"	"Ncoa5"
"A_44_P309455"	"Fam207a"
"A_44_P309466"	"Ephb6"
"A_44_P309473"	"Pim2"
"A_44_P309489"	"Ddx21"
"A_44_P309499"	"Klhl34"
"A_44_P309513"	"Armcx1"
"A_44_P309523"	"LOC363417"
"A_44_P309535"	"Nothing"
"A_44_P309550"	"Nothing"
"A_44_P309559"	"Nothing"
"A_44_P309573"	"Cbll1"
"A_44_P309584"	"Nothing"
"A_44_P309596"	"Nothing"
"A_44_P309613"	"Nothing"
"A_44_P309629"	"Ccpg1"
"A_44_P309637"	"Skor1"
"A_44_P309643"	"Trps1"
"A_44_P309650"	"Nol12"
"A_44_P309666"	"Ccr8"
"A_44_P309669"	"Hoxc13"
"A_44_P309673"	"Nothing"
"A_44_P309679"	"Pgp"
"A_44_P309688"	"Nothing"
"A_44_P309704"	"Ctns"
"A_44_P309711"	"Efcab5"
"A_44_P309744"	"Nothing"
"A_44_P309753"	"Nothing"
"A_44_P309761"	"Nothing"
"A_44_P309765"	"Nothing"
"A_44_P309780"	"Dnajb1"
"A_44_P309782"	"Nothing"
"A_44_P309794"	"Nothing"
"A_44_P309800"	"Vwa5a"
"A_44_P309810"	"Nothing"
"A_44_P309844"	"Nothing"
"A_44_P309913"	"Nothing"
"A_44_P309979"	"Nothing"
"A_44_P310037"	"Nothing"
"A_44_P310048"	"LOC682097"
"A_44_P310073"	"Nothing"
"A_44_P310134"	"Nothing"
"A_44_P310152"	"Rps21"
"A_44_P310168"	"Tgfa"
"A_44_P310193"	"Mcpt1l4"
"A_44_P310257"	"Nothing"
"A_44_P310278"	"Nothing"
"A_44_P310306"	"Nothing"
"A_44_P310336"	"Nothing"
"A_44_P310359"	"Nothing"
"A_44_P310366"	"Nothing"
"A_44_P310367"	"Nothing"
"A_44_P310373"	"Nothing"
"A_44_P310386"	"Psmd7"
"A_44_P310404"	"Tmem67"
"A_44_P310424"	"Nothing"
"A_44_P310429"	"Nothing"
"A_44_P310434"	"Nothing"
"A_44_P310471"	"Vapa"
"A_44_P310484"	"Nothing"
"A_44_P310495"	"Nothing"
"A_44_P310499"	"Nothing"
"A_44_P310501"	"Nothing"
"A_44_P310532"	"Nothing"
"A_44_P310557"	"Nothing"
"A_44_P310581"	"Nothing"
"A_44_P310596"	"Il33"
"A_44_P310632"	"Nothing"
"A_44_P310658"	"Ppp4r2"
"A_44_P310689"	"Nothing"
"A_44_P310714"	"Nothing"
"A_44_P310736"	"Nothing"
"A_44_P310769"	"Nothing"
"A_44_P310771"	"Nothing"
"A_44_P310787"	"Rab22a"
"A_44_P310792"	"Cog8"
"A_44_P310826"	"Nothing"
"A_44_P310830"	"Nothing"
"A_44_P310851"	"Psmf1"
"A_44_P310868"	"Nothing"
"A_44_P310870"	"Nothing"
"A_44_P310877"	"Nothing"
"A_44_P310906"	"Nothing"
"A_44_P310949"	"Eif3d"
"A_44_P310960"	"Nothing"
"A_44_P311028"	"Nothing"
"A_44_P311030"	"Nothing"
"A_44_P311046"	"Nothing"
"A_44_P311054"	"Nothing"
"A_44_P311078"	"Cep120"
"A_44_P311096"	"Abcb4"
"A_44_P311106"	"Pou3f3"
"A_44_P311126"	"Clu"
"A_44_P311136"	"Vav1"
"A_44_P311178"	"Tph2"
"A_44_P311209"	"Extl3"
"A_44_P311216"	"Olr801"
"A_44_P311225"	"Olr1117"
"A_44_P311237"	"Olr1380"
"A_44_P311247"	"Nhp2l1"
"A_44_P311259"	"Olr178"
"A_44_P311269"	"Olr554"
"A_44_P311275"	"Olr1375"
"A_44_P311295"	"Glyat"
"A_44_P311322"	"Cyp2b2"
"A_44_P311323"	"Cyp2b2"
"A_44_P311324"	"Cyp2b2"
"A_44_P311326"	"Cyp2b2"
"A_44_P311334"	"Pde4d"
"A_44_P311351"	"Pou2f3"
"A_44_P311360"	"Slc2a4"
"A_44_P311364"	"Clca2"
"A_44_P311398"	"Nothing"
"A_44_P311409"	"LOC641544"
"A_44_P311455"	"Nrg2"
"A_44_P311468"	"Snx27"
"A_44_P311484"	"Cntn3"
"A_44_P311515"	"Col9a1"
"A_44_P311518"	"Nothing"
"A_44_P311541"	"Ccr6"
"A_44_P311548"	"Nothing"
"A_44_P311552"	"Nothing"
"A_44_P311562"	"Nothing"
"A_44_P311571"	"Iglon5"
"A_44_P311582"	"Lrrc32"
"A_44_P311597"	"Cyb5r2"
"A_44_P311609"	"Bccip"
"A_44_P311620"	"Ahnak"
"A_44_P311627"	"Opalin"
"A_44_P311636"	"Nothing"
"A_44_P311642"	"Supt16h"
"A_44_P311647"	"Dpysl2"
"A_44_P311669"	"Nothing"
"A_44_P311683"	"Nothing"
"A_44_P311693"	"Nothing"
"A_44_P311724"	"Nothing"
"A_44_P311726"	"Nothing"
"A_44_P311735"	"Zdhhc12"
"A_44_P311762"	"Galnt3"
"A_44_P311767"	"Nothing"
"A_44_P311771"	"Bub1b"
"A_44_P311786"	"Nothing"
"A_44_P311797"	"Cpxm1"
"A_44_P311816"	"Tmed6"
"A_44_P311821"	"Afg3l1"
"A_44_P311827"	"Nothing"
"A_44_P311856"	"Smarcad1"
"A_44_P311862"	"Nothing"
"A_44_P311870"	"LOC500331"
"A_44_P311892"	"Topors"
"A_44_P311917"	"LOC680758"
"A_44_P311945"	"RGD1310351"
"A_44_P311955"	"Prkce"
"A_44_P311963"	"Otud3"
"A_44_P311969"	"Nothing"
"A_44_P311985"	"Nothing"
"A_44_P311988"	"RGD1304563"
"A_44_P311998"	"Ppan"
"A_44_P312014"	"RGD1310212"
"A_44_P312026"	"Ostbeta"
"A_44_P312038"	"RGD1560019"
"A_44_P312049"	"Nothing"
"A_44_P312053"	"Nothing"
"A_44_P312089"	"Neurl3"
"A_44_P312095"	"LOC691259"
"A_44_P312103"	"Cul3"
"A_44_P312122"	"Wscd1"
"A_44_P312144"	"Krtap15-1"
"A_44_P312154"	"Nothing"
"A_44_P312166"	"Nothing"
"A_44_P312183"	"Nothing"
"A_44_P312199"	"Nothing"
"A_44_P312202"	"Nothing"
"A_44_P312207"	"Nothing"
"A_44_P312217"	"Rnf138"
"A_44_P312240"	"Nothing"
"A_44_P312309"	"Eif3a"
"A_44_P312318"	"Cnnm3"
"A_44_P312333"	"Zfp638"
"A_44_P312336"	"Nothing"
"A_44_P312371"	"Slc30a4"
"A_44_P312373"	"Nothing"
"A_44_P312381"	"Nothing"
"A_44_P312401"	"Nothing"
"A_44_P312484"	"Mtmr4"
"A_44_P312510"	"Nothing"
"A_44_P312532"	"Nothing"
"A_44_P312546"	"Aldh2"
"A_44_P312605"	"Nothing"
"A_44_P312606"	"Nothing"
"A_44_P312695"	"Nothing"
"A_44_P312726"	"Tmod3"
"A_44_P312735"	"Nothing"
"A_44_P312745"	"Vps13d"
"A_44_P312755"	"Nothing"
"A_44_P312774"	"Nothing"
"A_44_P312831"	"Nothing"
"A_44_P312877"	"Nothing"
"A_44_P312890"	"Atg12"
"A_44_P312907"	"Nothing"
"A_44_P312918"	"Nothing"
"A_44_P312922"	"Nothing"
"A_44_P312940"	"Nothing"
"A_44_P312968"	"Nothing"
"A_44_P312987"	"Nothing"
"A_44_P312999"	"Nothing"
"A_44_P313021"	"Nothing"
"A_44_P313022"	"Nothing"
"A_44_P313031"	"Nothing"
"A_44_P313040"	"Nothing"
"A_44_P313077"	"Usp46"
"A_44_P313081"	"Nothing"
"A_44_P313091"	"Nothing"
"A_44_P313102"	"Nothing"
"A_44_P313120"	"Nothing"
"A_44_P313134"	"Nothing"
"A_44_P313141"	"Nothing"
"A_44_P313173"	"Nothing"
"A_44_P313179"	"Nothing"
"A_44_P313188"	"Nothing"
"A_44_P313202"	"Nothing"
"A_44_P313215"	"Nothing"
"A_44_P313230"	"LOC685888"
"A_44_P313239"	"Nothing"
"A_44_P313245"	"Nothing"
"A_44_P313272"	"Slc6a13"
"A_44_P313283"	"Capn2"
"A_44_P313315"	"Nothing"
"A_44_P313323"	"Nothing"
"A_44_P313325"	"Nothing"
"A_44_P313349"	"Nothing"
"A_44_P313380"	"Nothing"
"A_44_P313386"	"Nothing"
"A_44_P313408"	"Nothing"
"A_44_P313410"	"Nothing"
"A_44_P313431"	"Thoc2"
"A_44_P313445"	"Clcn4-2"
"A_44_P313452"	"Spink1"
"A_44_P313464"	"Zp3r"
"A_44_P313507"	"Cdkn2b"
"A_44_P313516"	"Bdkrb2"
"A_44_P313542"	"Sgk1"
"A_44_P313549"	"Olr552"
"A_44_P313558"	"Ppm1e"
"A_44_P313574"	"Olr785"
"A_44_P313585"	"Ankra2"
"A_44_P313592"	"Olr3"
"A_44_P313599"	"Olr415"
"A_44_P313608"	"Olr901"
"A_44_P313618"	"Olr1016"
"A_44_P313625"	"Nothing"
"A_44_P313644"	"Agxt2"
"A_44_P313652"	"RT1-EC2"
"A_44_P313661"	"RT1-CE12"
"A_44_P313679"	"Slc7a2"
"A_44_P313684"	"Slc7a2"
"A_44_P313708"	"Gabbr1"
"A_44_P313723"	"LOC502842"
"A_44_P313734"	"Trpc3"
"A_44_P313743"	"Nothing"
"A_44_P313761"	"Mgat1"
"A_44_P313767"	"Tfrc"
"A_44_P313786"	"Tmem14c"
"A_44_P313810"	"Dync1i1"
"A_44_P313815"	"Tesk2"
"A_44_P313825"	"Eif2ak2"
"A_44_P313838"	"Lipc"
"A_44_P313844"	"Ogt"
"A_44_P313863"	"Nothing"
"A_44_P313890"	"Selv"
"A_44_P313898"	"LOC100364026"
"A_44_P313904"	"Dars2"
"A_44_P313918"	"Dcaf8"
"A_44_P313926"	"Mfsd7"
"A_44_P313954"	"Nothing"
"A_44_P313971"	"Slc25a45"
"A_44_P313975"	"Nothing"
"A_44_P313988"	"Peo1"
"A_44_P313997"	"Fat4"
"A_44_P314013"	"LOC100366148"
"A_44_P314020"	"Nothing"
"A_44_P314045"	"RGD1564941"
"A_44_P314056"	"Aadacl2"
"A_44_P314074"	"LOC100364350"
"A_44_P314081"	"Sptlc1"
"A_44_P314087"	"LOC681186"
"A_44_P314110"	"Ermn"
"A_44_P314122"	"Nothing"
"A_44_P314133"	"Nothing"
"A_44_P314146"	"LOC685226"
"A_44_P314152"	"Nothing"
"A_44_P314159"	"Nothing"
"A_44_P314169"	"Fuk"
"A_44_P314187"	"Nothing"
"A_44_P314206"	"Hdac2"
"A_44_P314208"	"Rhox9"
"A_44_P314219"	"Rassf4"
"A_44_P314231"	"Nothing"
"A_44_P314246"	"RGD1310425"
"A_44_P314251"	"Nothing"
"A_44_P314260"	"Nothing"
"A_44_P314270"	"Fam188b"
"A_44_P314295"	"Zmynd12"
"A_44_P314301"	"Zfp46"
"A_44_P314312"	"Nol9"
"A_44_P314353"	"Spryd4"
"A_44_P314364"	"Rab39a"
"A_44_P314370"	"Nothing"
"A_44_P314386"	"Vps13b"
"A_44_P314398"	"Nothing"
"A_44_P314400"	"Arpp21"
"A_44_P314431"	"Ccdc64b"
"A_44_P314447"	"Bod1"
"A_44_P314482"	"Samd14"
"A_44_P314492"	"Tiam1"
"A_44_P314498"	"Arl6"
"A_44_P314502"	"Arl6"
"A_44_P314505"	"Arl6"
"A_44_P314506"	"Nothing"
"A_44_P314521"	"Nothing"
"A_44_P314525"	"Nothing"
"A_44_P314536"	"Nothing"
"A_44_P314541"	"Nothing"
"A_44_P314543"	"Nothing"
"A_44_P314553"	"Nothing"
"A_44_P314568"	"Nothing"
"A_44_P314634"	"Tjp1"
"A_44_P314666"	"Nothing"
"A_44_P314686"	"Nothing"
"A_44_P314702"	"Slc13a1"
"A_44_P314735"	"Nothing"
"A_44_P314756"	"Nothing"
"A_44_P314771"	"Nothing"
"A_44_P314793"	"Nothing"
"A_44_P314854"	"Nothing"
"A_44_P314876"	"Nothing"
"A_44_P314933"	"Nothing"
"A_44_P314959"	"Nothing"
"A_44_P314969"	"Slc6a3"
"A_44_P314978"	"Nothing"
"A_44_P315022"	"Rad23b"
"A_44_P315085"	"Nothing"
"A_44_P315092"	"Nothing"
"A_44_P315106"	"Cfl2"
"A_44_P315117"	"Nothing"
"A_44_P315138"	"Prkrir"
"A_44_P315141"	"Nothing"
"A_44_P315161"	"Nothing"
"A_44_P315183"	"Nothing"
"A_44_P315218"	"Nothing"
"A_44_P315275"	"Nothing"
"A_44_P315286"	"Nothing"
"A_44_P315296"	"Nothing"
"A_44_P315332"	"Nothing"
"A_44_P315367"	"Gart"
"A_44_P315397"	"Ccbe1"
"A_44_P315437"	"Nothing"
"A_44_P315480"	"Nothing"
"A_44_P315489"	"Nothing"
"A_44_P315562"	"Cald1"
"A_44_P315572"	"Nothing"
"A_44_P315575"	"Nothing"
"A_44_P315610"	"Nothing"
"A_44_P315626"	"Kank1"
"A_44_P315647"	"Etv1"
"A_44_P315649"	"Etv1"
"A_44_P315661"	"Hmgcr"
"A_44_P315665"	"Nothing"
"A_44_P315672"	"Gcg"
"A_44_P315706"	"Nothing"
"A_44_P315714"	"Asl"
"A_44_P315723"	"Nothing"
"A_44_P315727"	"Nothing"
"A_44_P315742"	"Hspa9"
"A_44_P315773"	"Nothing"
"A_44_P315871"	"Nothing"
"A_44_P315875"	"Olr640"
"A_44_P315886"	"Magi3"
"A_44_P315895"	"Slc14a2"
"A_44_P315905"	"Acr"
"A_44_P315937"	"Cryaa"
"A_44_P315947"	"F7"
"A_44_P315977"	"Slc23a2"
"A_44_P316002"	"Nr1i3"
"A_44_P316026"	"Olr1619"
"A_44_P316036"	"Olr724"
"A_44_P316046"	"Olr1234"
"A_44_P316066"	"Nothing"
"A_44_P316106"	"Olr1867"
"A_44_P316122"	"Prkar2b"
"A_44_P316126"	"Muc4"
"A_44_P316136"	"Htt"
"A_44_P316172"	"Zfp187"
"A_44_P316185"	"LOC307727"
"A_44_P316194"	"Cyp2b12"
"A_44_P316239"	"Lyn"
"A_44_P316273"	"Nothing"
"A_44_P316286"	"Sap25"
"A_44_P316303"	"Leng8"
"A_44_P316319"	"Shkbp1"
"A_44_P316323"	"Nothing"
"A_44_P316342"	"Det1"
"A_44_P316348"	"RGD1309586"
"A_44_P316358"	"Shroom3"
"A_44_P316364"	"Trim72"
"A_44_P316374"	"Nothing"
"A_44_P316381"	"Nothing"
"A_44_P316394"	"Nothing"
"A_44_P316410"	"Nothing"
"A_44_P316415"	"Fam204a"
"A_44_P316422"	"Nothing"
"A_44_P316440"	"Slc38a9"
"A_44_P316451"	"Sema5a"
"A_44_P316461"	"Nothing"
"A_44_P316485"	"Nothing"
"A_44_P316490"	"RGD1311612"
"A_44_P316504"	"Tmed9"
"A_44_P316507"	"Tmed9"
"A_44_P316518"	"Nothing"
"A_44_P316520"	"Zbtb34"
"A_44_P316533"	"Nothing"
"A_44_P316540"	"Nothing"
"A_44_P316561"	"Serf2"
"A_44_P316568"	"Wdr76"
"A_44_P316584"	"Nothing"
"A_44_P316592"	"Pigt"
"A_44_P316604"	"Slc38a8"
"A_44_P316611"	"Pknox1"
"A_44_P316619"	"Nothing"
"A_44_P316634"	"LOC100360830"
"A_44_P316644"	"Nothing"
"A_44_P316651"	"Klhl15"
"A_44_P316659"	"Nothing"
"A_44_P316700"	"Nothing"
"A_44_P316713"	"Nothing"
"A_44_P316726"	"Nothing"
"A_44_P316742"	"RGD1307621"
"A_44_P316755"	"Tdp1"
"A_44_P316761"	"RGD1561247"
"A_44_P316804"	"Rpp25"
"A_44_P316809"	"RGD1359449"
"A_44_P316819"	"Foxred2"
"A_44_P316822"	"RGD1304827"
"A_44_P316833"	"Nothing"
"A_44_P316839"	"Aars2"
"A_44_P316849"	"Satb2"
"A_44_P316867"	"Nothing"
"A_44_P316883"	"RGD1304728"
"A_44_P316898"	"Higd1b"
"A_44_P316908"	"Nothing"
"A_44_P316916"	"Nothing"
"A_44_P316926"	"Nothing"
"A_44_P316941"	"Nothing"
"A_44_P316955"	"Nothing"
"A_44_P316959"	"Nothing"
"A_44_P316962"	"Nothing"
"A_44_P316964"	"Nothing"
"A_44_P316975"	"Usp8"
"A_44_P316979"	"Nothing"
"A_44_P316985"	"Nothing"
"A_44_P317122"	"Nothing"
"A_44_P317158"	"Nothing"
"A_44_P317196"	"Nothing"
"A_44_P317228"	"Brd8"
"A_44_P317250"	"Nothing"
"A_44_P317259"	"Eif4g3"
"A_44_P317280"	"Nothing"
"A_44_P317287"	"Hsf2"
"A_44_P317301"	"Nothing"
"A_44_P317327"	"Nothing"
"A_44_P317388"	"Mcam"
"A_44_P317471"	"Nothing"
"A_44_P317483"	"Elavl2"
"A_44_P317502"	"Nothing"
"A_44_P317520"	"Atp6ap2"
"A_44_P317529"	"Nothing"
"A_44_P317539"	"Psma7"
"A_44_P317600"	"Nppa"
"A_44_P317611"	"Nothing"
"A_44_P317639"	"Vash2"
"A_44_P317661"	"Nothing"
"A_44_P317687"	"Nothing"
"A_44_P317702"	"Nothing"
"A_44_P317727"	"Nothing"
"A_44_P317742"	"Nothing"
"A_44_P317752"	"Nothing"
"A_44_P317773"	"Ptpn11"
"A_44_P317825"	"Nothing"
"A_44_P317866"	"Nothing"
"A_44_P317912"	"Aldh1a2"
"A_44_P317935"	"Nothing"
"A_44_P317938"	"Nothing"
"A_44_P317968"	"Nothing"
"A_44_P317993"	"Nothing"
"A_44_P318001"	"Nothing"
"A_44_P318029"	"LOC689959"
"A_44_P318056"	"Nothing"
"A_44_P318068"	"Nothing"
"A_44_P318080"	"Syt4"
"A_44_P318103"	"Atp9b"
"A_44_P318140"	"Nothing"
"A_44_P318188"	"Nothing"
"A_44_P318202"	"Nothing"
"A_44_P318235"	"Nothing"
"A_44_P318244"	"Nothing"
"A_44_P318255"	"Commd3"
"A_44_P318259"	"Cdk12"
"A_44_P318308"	"Kcnh6"
"A_44_P318318"	"Mmp3"
"A_44_P318323"	"Ugt2b7"
"A_44_P318364"	"Olr1083"
"A_44_P318372"	"Olr308"
"A_44_P318384"	"Olr1539"
"A_44_P318402"	"Olr196"
"A_44_P318403"	"Olr196"
"A_44_P318408"	"Olr519"
"A_44_P318423"	"Olr1398"
"A_44_P318435"	"Cct5"
"A_44_P318444"	"Bco2"
"A_44_P318448"	"Megf8"
"A_44_P318466"	"Trim25"
"A_44_P318526"	"Atp4a"
"A_44_P318539"	"Camk2b"
"A_44_P318546"	"Slc22a23"
"A_44_P318553"	"Met"
"A_44_P318560"	"Nothing"
"A_44_P318572"	"Prp2"
"A_44_P318604"	"Vps33a"
"A_44_P318607"	"Nupl1"
"A_44_P318616"	"Nothing"
"A_44_P318628"	"Chrnb2"
"A_44_P318653"	"Txnrd3"
"A_44_P318661"	"Mthfr"
"A_44_P318662"	"Tac2"
"A_44_P318674"	"Slc22a7"
"A_44_P318692"	"Trmt11"
"A_44_P318707"	"Nothing"
"A_44_P318718"	"RGD1306556"
"A_44_P318722"	"Nothing"
"A_44_P318742"	"Nothing"
"A_44_P318756"	"Ttc23"
"A_44_P318767"	"Rab30"
"A_44_P318770"	"Nothing"
"A_44_P318778"	"Nothing"
"A_44_P318794"	"Hnrnpul2"
"A_44_P318805"	"Nothing"
"A_44_P318819"	"Nothing"
"A_44_P318828"	"Tmem55b"
"A_44_P318837"	"Neil2"
"A_44_P318843"	"Prmt5"
"A_44_P318846"	"Prmt5"
"A_44_P318854"	"Nothing"
"A_44_P318861"	"Nothing"
"A_44_P318883"	"RGD1560648"
"A_44_P318891"	"Nothing"
"A_44_P318911"	"Nothing"
"A_44_P318921"	"Zfp169"
"A_44_P318932"	"Nothing"
"A_44_P318941"	"Nothing"
"A_44_P318955"	"Idi2"
"A_44_P318957"	"Pcdhb8"
"A_44_P318967"	"Nothing"
"A_44_P318979"	"RGD1304978"
"A_44_P318999"	"Nothing"
"A_44_P319035"	"RGD1565367"
"A_44_P319042"	"Kbtbd2"
"A_44_P319057"	"Dock11"
"A_44_P319064"	"Prmt8"
"A_44_P319080"	"Car8"
"A_44_P319087"	"Rngtt"
"A_44_P319099"	"Nothing"
"A_44_P319104"	"Zdhhc9"
"A_44_P319112"	"Nothing"
"A_44_P319128"	"Nothing"
"A_44_P319138"	"LOC100365052"
"A_44_P319162"	"Nothing"
"A_44_P319169"	"LOC474147"
"A_44_P319180"	"Nothing"
"A_44_P319187"	"Mob3a"
"A_44_P319206"	"Odf3l2"
"A_44_P319208"	"Dpp8"
"A_44_P319221"	"Dyrk2"
"A_44_P319236"	"Syncrip"
"A_44_P319238"	"Cpne4"
"A_44_P319256"	"Kdelr3"
"A_44_P319260"	"Ccdc65"
"A_44_P319281"	"Mfsd9"
"A_44_P319285"	"Nothing"
"A_44_P319297"	"Nothing"
"A_44_P319310"	"Nothing"
"A_44_P319315"	"RGD1311564"
"A_44_P319322"	"Krt12"
"A_44_P319340"	"Nothing"
"A_44_P319349"	"Pkp2"
"A_44_P319354"	"Nothing"
"A_44_P319364"	"Nothing"
"A_44_P319368"	"Nothing"
"A_44_P319374"	"Nothing"
"A_44_P319382"	"LOC691543"
"A_44_P319386"	"Nothing"
"A_44_P319425"	"Nothing"
"A_44_P319506"	"Nothing"
"A_44_P319582"	"LOC684800"
"A_44_P319617"	"Nothing"
"A_44_P319618"	"Nothing"
"A_44_P319660"	"Nothing"
"A_44_P319707"	"Nothing"
"A_44_P319721"	"Steap4"
"A_44_P319846"	"Nothing"
"A_44_P319890"	"Nothing"
